"Census Blockgroup","Children","Children_wNULLvalues","Elderly","Elderly_wNULLvalues","NonWhite","NonWhite_wNullvalues","Poverty","Poverty_wNULLvalues","Education","Education_wNULLvalues","English","English_wNULLvalues","Elevation","SeaLevelRise","Precipitation","Diabetes","MentalHealth","Asthma","Disability","Disability_wNULLvalues","HousingQuality","Homeless","LivAlone","LivAlone_wNULLvalues","FloodHealthIndex","FloodHealthIndex_Quintiles"
"060750206001","0.07423504714","0.07423504714","0.11000005836","0.11000005836","0.273","0.273","0.17516811037","0.17516811037","0.9720005864","0.9720005864","0.02700002731",,"39.8759","0","0.00878317","6.1729","6.5177","3.2004","0.14000004956","0.14000004956","14.3322","2.1589","0.49500025171","0.49500025171","53.8461","4"
"060750108003","0.093325","0.093325","0.174","0.174","0.573","0.573","0.267211","0.267211","0.828","0.828","0.185","0.185","165.258","0","0","6.693","17.5053","4.2313","0.096","0.096","9.22722","4.9374","0.423","0.423","53.8398","4"
"060750312012","0.13017809835","0.13017809835","0.15100008884","0.15100008884","0.847","0.847","0.33184007722","0.33184007722","0.81600048068","0.81600048068","0.20000005495",,"251.963","0","0.00409668","8.2","14.28","4.4834","0.1280000493","0.1280000493","8.35884","0.2606","0.15400008936","0.15400008936","53.593","4"
"060750119022","0.032","0.032","0.158","0.158","0.564","0.564","0.384762","0.384762","0.893","0.893","0.094",,"158.572","0","0","6.4","8.63","3.6429","0.078","0.078","24.3","4.9374","0.681","0.681","53.4798","4"
"060750354002","0.13305912201","0.13305912201","0.13900009988","0.13900009988","0.64","0.64","0.24651717215","0.24651717215","0.79700067006","0.79700067006","0.16300008808","0.16300008808","23.0906","0","0.00428864","6.4","10.72","2.498","0.11800006449","0.11800006449","2.55339","1.8761","0.26100019347","0.26100019347","53.2661","4"
"060750263012","0.146933","0.146933","0.15","0.15","0.857","0.857","0.402405","0.402405","0.692","0.692","0.33","0.33","191.119","0","0.00182378","8.2","14.28","4.4834","0.109","0.109","6.68687","0.5207","0.152","0.152","53.2597","4"
"060750151001","0.00724297103",,"0.353998584","0.353998584","0.403002","0.403002","0.15306538774","0.15306538774","0.922996308","0.922996308","0.061999752",,"162.103","0","0","7.9","30.47","3.8247","0.192999228","0.192999228","4.1511","0.3448","0.68999724","0.68999724","53.2198","4"
"060750426011","0.17611302887","0.17611302887","0.14400003744","0.14400003744","0.595","0.595","0.38457804623","0.38457804623","0.82000017908","0.82000017908","0.22800004034","0.22800004034","118.087","0","0.00806448","4.3","12.69","2.7109","0.07800001854","0.07800001854","3.60705","4.6154","0.44800006696","0.44800006696","53.2062","4"
"060750207001","0.07739100597","0.07739100597","0.07700004167","0.07700004167","0.308","0.308","0.16307416985","0.16307416985","0.9809999298","0.9809999298","0.05300002712",,"28.67","0","0.00479834","13.9","37.03","6.7351","0.06500011553","0.06500011553","22.1745","2.1589","0.39800012332","0.39800012332","53.1928","4"
"060750112001","0.06042881871","0.06042881871","0.203999388","0.203999388","0.490002","0.490002","0.29012212963","0.29012212963","0.8999973","0.8999973","0.102999691","0.102999691","152.28","0","0","6.545","10.7416","3.6605","0.10999967","0.10999967","8.59342","4.9374","0.496998509","0.496998509","53.1598","4"
"060750112002","0.060429","0.060429","0.204","0.204","0.49","0.49","0.290123","0.290123","0.9","0.9","0.103","0.103","219.975","0","0","7.0685","18.364","3.7239","0.11","0.11","15.4545","4.9374","0.497","0.497","53.1532","4"
"060750261003","0.173549","0.173549","0.171","0.171","0.892","0.892","0.277262","0.277262","0.756","0.756","0.285","0.285","151.347","0","0.00443483","8.2","14.28","4.4834","0.106","0.106","1.89702","0.5207","0.212","0.212","52.9596","4"
"060750252001","0.18985881237","0.18985881237","0.09999889686","0.09999889686","0.508998","0.508998","0.27578126662","0.27578126662","0.94699850989","0.94699850989","0.01300768856",,"26.6049","0","0.0400852","13.9","37.03","6.7351","0.06099970601","0.06099970601","5.73477","3.2195","0.25600038286","0.25600038286","52.8927","4"
"060750163001","0.079402","0.079402","0.05","0.05","0.544","0.544","0.313966","0.313966","0.927","0.927","0.022",,"65.1467","0","0.000972886","15.1342","61.7657","12.5929","0.114","0.114","6.197","3.7988","0.393","0.393","52.8663","4"
"060750477013","0.11752988247","0.11752988247","0.177999822","0.177999822","0.634","0.634","0.25273874726","0.25273874726","0.84999915","0.84999915","0.237999762","0.237999762","135.524","0","0.0024554","4.3","12.69","2.7109","0.090999909","0.090999909","5.57668","4.6154","0.394999605","0.394999605","52.8663","4"
"060750231022","0.351129","0.351129","0.084","0.084","0.944",,"0.601437","0.601437","0.835","0.835","0.042",,"55.1029","0","0.00271045","23.2","38.58","16.1156","0.11","0.11","6.82516","17.613","0.238","0.238","52.8662","4"
"060750401003","0.10874590598","0.10874590598","0.13899988047","0.13899988047","0.400001","0.400001","0.26426579153","0.26426579153","0.90999921864","0.90999921864","0.15899985009",,"163.201","0","0.0185304","3.2","6.69","1.9236","0.1159998951","0.1159998951","19.847","4.6154","0.38399967066","0.38399967066","52.8462","4"
"060750260041","0.169815","0.169815","0.131","0.131","0.91","0.91","0.371619","0.371619","0.731","0.731","0.273","0.273","159.059","0","0.00282965","8.2","14.28","4.4834","0.095","0.095","5.40905","0.5207","0.154","0.154","52.6063","4"
"060750476004","0.157537","0.157537","0.181","0.181","0.6","0.6","0.19352","0.19352","0.867","0.867","0.153","0.153","180.206","0","0","3.6936","9.3824","2.2769","0.087","0.087","3.67562","4.6154","0.254","0.254","36.5665","1"
"060750353006","0.13392505822","0.13392505822","0.18700001373","0.18700001373","0.754999","0.754999","0.21440414158","0.21440414158","0.76300038792","0.76300038792","0.18400005138","0.18400005138","54.5673","0","0.00275308","6.4","10.72","2.498","0.0950000754","0.0950000754","5.32038","1.8761","0.2270001499","0.2270001499","52.5862","4"
"060750610002","0.25222958282","0.25222958282","0.09757130441","0.09757130441","0.888631",,"0.12798705162","0.12798705162","0.85251658749","0.85251658749","0.13009511251","0.13009511251","2.64275","0","0.0094365","11.1713","16.7682","7.4832","0.06997536519","0.06997536519","1.59405","17.6129","0.18233015874","0.18233015874","52.586","4"
"060750607003","0.088841","0.088841","0.063","0.063","0.621","0.621","0.223175","0.223175","0.959","0.959","0.138","0.138","0.121053","0.0871945","0","9.9","14.55","4.6817","0.049","0.049","0.387596","19.2683","0.369","0.369","52.5528","4"
"060750104002","0.089839","0.089839","0.142","0.142","0.435","0.435","0.173963","0.173963","0.95","0.95","0.083",,"9.67952","0","0.000446427","6.4","20.43","5.0582","0.077","0.077","5.0875","4.9374","0.485","0.485","52.5196","4"
"060750260032","0.1797140604","0.1797140604","0.09500004589","0.09500004589","0.906","0.906","0.43142712227","0.43142712227","0.72400025984","0.72400025984","0.2940000888","0.2940000888","242.593","0","0.0099091","8.2118","14.29","4.4953","0.08500003336","0.08500003336","3.65746","0.5207","0.16100005442","0.16100005442","52.2796","4"
"060750261002","0.17354902698","0.17354902698","0.17100002755","0.17100002755","0.892","0.892","0.2772620739","0.2772620739","0.75600012708","0.75600012708","0.2850000606","0.2850000606","147.271","0","0.00181786","8.2","14.28","4.4834","0.10600002002","0.10600002002","3.41426","0.5207","0.21200002791","0.21200002791","52.273","4"
"060750228031","0.15145842789","0.15145842789","0.06799978457","0.06799978457","0.704001","0.704001","0.3426629022","0.3426629022","0.78899712046","0.78899712046","0.18299932486","0.18299932486","29.67","0","0","13.9","37.03","6.7351","0.08999970902","0.08999970902","5.45256","3.2195","0.23799919166","0.23799919166","52.233","4"
"060750226002","0.09003073955","0.09003073955","0.041999412",,"0.439008","0.439008","0.07180999465","0.07180999465","0.988986154","0.988986154","0.020999706",,"-5.62955","0.00389568","0.0056209","9.9683","14.6734","4.7404","0.023999664",,"1.36892","17.613","0.315995576","0.315995576","52.2326","4"
"060750451003","0.10211801668","0.10211801668","0.13500002133","0.13500002133","0.551","0.551","0.38689904054","0.38689904054","0.89200013961","0.89200013961","0.06300002439",,"164.518","0","0.0200177","3.2","6.69","1.9236","0.0770000178","0.0770000178","11.0497","4.6154","0.37900005891","0.37900005891","52.1795","4"
"060750119012","0.02831285844",,"0.126999365","0.126999365","0.498003","0.498003","0.26904565476","0.26904565476","0.94199529","0.94199529","0.080999595",,"171.313","0","0","7.8865","30.2742","3.823","0.10999945","0.10999945","10.6022","4.9374","0.58599707","0.58599707","52.1465","4"
"060750257013","0.18549611937","0.18549611937","0.15400005683","0.15400005683","0.79",,"0.26153833568","0.26153833568","0.66000017348","0.66000017348","0.16200010084","0.16200010084","70.7547","0","0.0011977","11.2","16.81","7.5022","0.08200001077","0.08200001077","0.467836","3.2195","0.18699993528",,"51.9396","4"
"060750312022","0.13179101502","0.13179101502","0.16600001423","0.16600001423","0.876","0.876","0.24577401794","0.24577401794","0.79200010223","0.79200010223","0.1910000075",,"203.754","0","0.00664795","8.2","14.28","4.4834","0.10000000804","0.10000000804","4.74563","0.4879","0.18400002662","0.18400002662","51.9396","4"
"060750352013","0.155141","0.155141","0.127","0.127","0.673","0.673","0.2189","0.2189","0.852","0.852","0.112","0.112","9.94978","0","0.0304127","4.3","8.28","2.8093","0.082","0.082","6.33714","1.8761","0.246","0.246","51.906","4"
"060750108002","0.093325","0.093325","0.174","0.174","0.573","0.573","0.267211","0.267211","0.828","0.828","0.185","0.185","140.934","0","0","7.1205","25.2484","4.4652","0.096","0.096","5.64617","4.9374","0.423","0.423","51.8598","4"
"060750104004","0.0898389653","0.0898389653","0.14200002522","0.14200002522","0.435001","0.435001","0.17396393059","0.17396393059","0.94999904512","0.94999904512","0.08300059077",,"14.5361","0","0","5.6022","21.6131","4.4277","0.07700011744","0.07700011744","16.4557","4.9374","0.48499975076","0.48499975076","51.8263","4"
"060750312013","0.13017783655","0.13017783655","0.15099978554","0.15099978554","0.847","0.847","0.33183941241","0.33183941241","0.81599884164","0.81599884164","0.19999965415",,"234.49","0","0.0130371","8.2","14.28","4.4834","0.12799979258","0.12799979258","2.27273","0.2606","0.15399978005","0.15399978005","51.6396","4"
"060750210004","0.08944682111","0.08944682111","0.091999816","0.091999816","0.313001","0.313001","0.11115977768","0.11115977768","0.970998058","0.970998058","0.036999926",,"63.8334","0","0.00734334","13.8938","37.0136","6.7322","0.072999854","0.072999854","5.43901","2.1589","0.42499915","0.42499915","51.5528","4"
"060750260031","0.179714","0.179714","0.095","0.095","0.906","0.906","0.431427","0.431427","0.724","0.724","0.294","0.294","246.17","0","0.00541936","8.2112","14.2895","4.4947","0.085","0.085","5.40158","0.5207","0.161","0.161","51.273","4"
"060750256003","0.1586590561",,"0.16300014052","0.16300014052","0.824",,"0.2696313574","0.2696313574","0.77200038297","0.77200038297","0.21600017464","0.21600017464","237.997","0","0.00110474","11.2","16.8099","7.5022","0.09500013953","0.09500013953","6.61626","3.2195","0.19400026729",,"51.2331","3"
"060750479014","0.14625470749","0.14625470749","0.177999644","0.177999644","0.573001","0.573001","0.25507848984","0.25507848984","0.903998192","0.903998192","0.080999838","0.080999838","55.0694","0","0.00651111","4.3","12.6792","2.7111","0.115999768","0.115999768","2.77148","4.6154","0.317999364","0.317999364","51.2328","3"
"060750153001","0.10548316579",,"0.13600061081","0.13600061081","0.353999","0.353999","0.18277361843","0.18277361843","0.9540018891","0.9540018891","0.04900032851",,"128.316","0","0.00972364","12.1","23.1","5.4453","0.06200045459",,"7.60168","1.3104","0.38900116638","0.38900116638","51.2195","3"
"060750479015","0.146255","0.146255","0.178","0.178","0.573","0.573","0.255079","0.255079","0.904","0.904","0.081","0.081","27.9419","0","0.00239394","4.3","12.69","2.7109","0.116","0.116","6.16683","4.6154","0.318","0.318","51.2062","3"
"060750152002","0.096552",,"0.201","0.201","0.34","0.34","0.225464","0.225464","0.972","0.972","0.081","0.081","134.188","0","0","12.0868","23.1231","5.4402","0.115","0.115","5.08721","2.7997","0.616","0.616","51.1931","3"
"060750260011","0.19750423134","0.19750423134","0.1270002173","0.1270002173","0.897","0.897","0.35003737485","0.35003737485","0.71700109057","0.71700109057","0.19500020111","0.19500020111","161.012","0","0.00514578","8.2","14.28","4.4834","0.08700013362",,"4.06366","0.5207","0.18500021055","0.18500021055","50.9396","3"
"060750253003","0.16209834884","0.16209834884","0.0860001764","0.0860001764","0.491999","0.491999","0.20437356409","0.20437356409","0.92300154231","0.92300154231","0.10600019143",,"83.4006","0","0.00593062","13.8664","36.9417","6.7195","0.05700019645","0.05700019645","11.8549","3.199","0.25900054897","0.25900054897","50.8662","3"
"060750452001","0.15466186001","0.15466186001","0.15199986628","0.15199986628","0.548","0.548","0.25867776155","0.25867776155","0.89199922029","0.89199922029","0.18299982702",,"162.384","0","0.015085","3.2","6.69","1.9236","0.10699990352","0.10699990352","7.38278","4.6154","0.2909997592","0.2909997592","50.8662","3"
"060750163002","0.079402","0.079402","0.05","0.05","0.544","0.544","0.313966","0.313966","0.927","0.927","0.022",,"65.7883","0","0","15.5","63.75","12.9674","0.114","0.114","6.74536","3.7988","0.393","0.393","50.8597","3"
"060750119011","0.02831328313",,"0.12700127","0.12700127","0.497995","0.497995","0.26904969047","0.26904969047","0.94200942","0.94200942","0.08100081",,"212.835","0","0","7.1467","19.502","3.7334","0.1100011","0.1100011","12.1212","4.9374","0.58600586","0.58600586","50.8132","3"
"060750353001","0.13392518955","0.13392518955","0.18700020131","0.18700020131","0.755","0.755","0.21440424565","0.21440424565","0.76300102294","0.76300102294","0.18400012272","0.18400012272","77.636","0","0.00623318","6.4","10.7199","2.498","0.09500009336","0.09500009336","0.340483","1.8761","0.22700028864","0.22700028864","50.6195","3"
"060750330003","0.17483100978","0.17483100978","0.15900000887","0.15900000887","0.644","0.644","0.22560600607","0.22560600607","0.85500004671","0.85500004671","0.11500000556","0.11500000556","19.0313","0","0.0160806","7.3226","12.5018","3.3352","0.07900000326","0.07900000326","2.39495","1.8761","0.23000000729","0.23000000729","50.6127","3"
"060750313022","0.173333","0.173333","0.134","0.134","0.87","0.87","0.383139","0.383139","0.8","0.8","0.183","0.183","161.483","0","0.00527457","8","13.81","3.9498","0.115","0.115","4.67181","0.5089","0.215","0.215","50.5996","3"
"060750313023","0.173333","0.173333","0.134","0.134","0.87","0.87","0.383139","0.383139","0.8","0.8","0.183","0.183","160.503","0","0.00447101","7.9618","13.7448","3.934","0.115","0.115","5.09761","0.3402","0.215","0.215","50.5996","3"
"060750153002","0.1054827268","0.1054827268","0.13599964936","0.13599964936","0.354002","0.354002","0.18277243511","0.18277243511","0.95399753755","0.95399753755","0.04899982362",,"130.764","0","0.00817974","12.1","23.1","5.4453","0.06199982766",,"10.7629","0.3448","0.38899909555","0.38899909555","50.5462","3"
"060750165001","0.09530433286","0.09530433286","0.101999286",,"0.417002","0.417002","0.23773933581","0.23773933581","0.93799534679",,"0.082999419","0.082999419","199.816","0","0.0192645","6.4","14.39","3.6513","0.097999314","0.097999314","4.80971","3.7988","0.35999915943","0.35999915943","50.5462","3"
"060750354004","0.133059","0.133059","0.139","0.139","0.64","0.64","0.246517","0.246517","0.797","0.797","0.163","0.163","21.4457","0","0.00143315","6.4","10.72","2.498","0.118","0.118","3.22336","1.8761","0.261","0.261","50.2662","3"
"060750352011","0.155141","0.155141","0.127","0.127","0.673","0.673","0.2189","0.2189","0.852","0.852","0.112","0.112","11.2325","0","0.0394626","4.3102","8.2919","2.8078","0.082","0.082","2.7881","1.8761","0.246","0.246","50.266","3"
"060750164002","0.08113591886","0.08113591886","0.094999905",,"0.366001","0.366001","0.23022276978","0.23022276978","0.902999097","0.902999097","0.017999982",,"172.941","0","0.0207612","6.4","14.39","3.6513","0.065999934","0.065999934","9.99203","3.7988","0.422999577","0.422999577","50.1862","3"
"060750203003","0.07823778845","0.07823778845","0.12299966532","0.12299966532","0.348002","0.348002","0.20841542941","0.20841542941","0.9479974593","0.9479974593","0.03399990642",,"81.2509","0","0.0043663","5.9","5.44","3.0756","0.10499972869","0.10499972869","14.1061","2.1589","0.43899883746","0.43899883746","50.1862","3"
"060750615005","0.092821","0.092821","0.057",,"0.49","0.49","0.171948","0.171948","0.965","0.965","0.081",,"6.02855","0","0","9.8852","14.5609","4.6747","0.081",,"39.9348","19.2683","0.474","0.474","50.1463","3"
"060750314005","0.11263516211","0.11263516211","0.14100019617","0.14100019617","0.898","0.898","0.42178635736","0.42178635736","0.70700099501","0.70700099501","0.23200024194","0.23200024194","339.306","0","0.00344274","8.2","14.28","4.4834","0.11200014106","0.11200014106","2.68031","0.5207","0.22700020918","0.22700020918","49.9464","3"
"060750263013","0.146933","0.146933","0.15","0.15","0.857","0.857","0.402405","0.402405","0.692","0.692","0.33","0.33","233.806","0","0.00205525","8.2","14.28","4.4834","0.109","0.109","4.17412","0.5207","0.152","0.152","49.9464","3"
"060750256002","0.15865867608","0.15865867608","0.16299968566","0.16299968566","0.824001","0.824001","0.2696303766","0.2696303766","0.77199854568","0.77199854568","0.21599951396","0.21599951396","167.304","0","0.000700696","11.2","16.81","7.5022","0.09499982297","0.09499982297","3.12589","3.2195","0.19399971228","0.19399971228","49.9264","3"
"060750332042","0.05845876616",,"0.206999172","0.206999172","0.665001","0.665001","0.49303902784","0.49303902784","0.937996248","0.937996248","0.182999268","0.182999268","101.368","0","0","8","13.81","3.9498","0.117999528","0.117999528","3.37838","0.2606","0.355998576","0.355998576","49.9264","3"
"060750352021","0.15952485717","0.15952485717","0.11199990167",,"0.577","0.577","0.30344972011","0.30344972011","0.86799936143",,"0.13399987805","0.13399987805","9.8667","0","0.0505021","4.3","8.28","2.8093","0.07499993382","0.07499993382","4.75881","1.8761","0.23499991241","0.23499991241","49.926","3"
"060750477022","0.135039","0.135039","0.16","0.16","0.609","0.609","0.196399","0.196399","0.88","0.88","0.179","0.179","138.526","0","0.00703497","4.3","12.69","2.7109","0.115","0.115","2.63504","4.6154","0.261","0.261","49.9062","3"
"060750254013","0.19098734217","0.19098734217","0.09399975484","0.09399975484","0.582002","0.582002","0.32010905342","0.32010905342","0.81999736322","0.81999736322","0.11299975084",,"173.34","0","0.0018582","13.8737","36.9551","6.7232","0.11299965448","0.11299965448","7.44712","2.9176","0.29899885475","0.29899885475","49.8797","3"
"060750312011","0.13017804771","0.13017804771","0.151000045","0.151000045","0.847","0.847","0.33184005515","0.33184005515","0.81600031618","0.81600031618","0.20000002407",,"252.59","0","0.0023259","8.2","14.28","4.4834","0.12800002538","0.12800002538","5.19412","0.4993","0.15400008071","0.15400008071","49.6064","3"
"060750255002","0.19580980419","0.19580980419","0.111999888","0.111999888","0.807","0.807","0.23418976581","0.23418976581","0.877999122","0.877999122","0.11999988","0.11999988","99.4749","0","0.038724","8.0504","14.1379","4.4009","0.063999936","0.063999936","6.00343","1.6285","0.202999797","0.202999797","49.5861","3"
"060750158012","0.14266285734","0.14266285734","0.127999872","0.127999872","0.584","0.584","0.36155663844","0.36155663844","0.92999907","0.92999907","0.085999914","0.085999914","129.53","0","0.000265777","12.1","23.1","5.4453","0.120999879","0.120999879","6.31234","3.1789","0.291999708","0.291999708","49.5464","3"
"060750332043","0.05845888308",,"0.206999586","0.206999586","0.665001","0.665001","0.49304001392","0.49304001392","0.937998124","0.937998124","0.182999634","0.182999634","80.1034","0","0.0000228137","8","13.81","3.9498","0.117999764","0.117999764","1.19646","0.2606","0.355999288","0.355999288","49.2797","3"
"060750352014","0.15514070833","0.15514070833","0.12699974099","0.12699974099","0.673001","0.673001","0.21889967382","0.21889967382","0.85199838944","0.85199838944","0.11199980996","0.11199980996","8.85577","0","0.0337979","4.3","8.28","2.8093","0.08199983569","0.08199983569","2.849","1.8761","0.24599951797","0.24599951797","49.266","3"
"060750352022","0.15952452143","0.15952452143","0.111999664","0.111999664","0.577001","0.577001","0.30344908965","0.30344908965","0.867997396","0.867997396","0.133999598","0.133999598","9.80122","0","0.0629807","4.3","8.28","2.8093","0.074999775","0.074999775","4.02685","1.8761","0.234999295","0.234999295","49.266","3"
"060750329022","0.156696","0.156696","0.22","0.22","0.718","0.718","0.246548","0.246548","0.804","0.804","0.175","0.175","154.063","0","0.00275954","4.3082","8.2895","2.8081","0.109","0.109","5.3724","1.8761","0.273","0.273","49.2463","3"
"060750476001","0.15753694683","0.15753694683","0.18099989741","0.18099989741","0.6","0.6","0.19351991115","0.19351991115","0.86699959403","0.86699959403","0.15299990432",,"132.078","0","0.00781582","3.6948","9.3888","2.2777","0.08699995983","0.08699995983","4.27029","4.6154","0.2539999017","0.2539999017","49.2262","3"
"060750259003","0.14364515113","0.14364515113","0.16500013458","0.16500013458","0.793","0.793","0.17523214556","0.17523214556","0.81400067128","0.81400067128","0.15300013621","0.15300013621","180.018","0","0.0000423333","11.2","16.81","7.5022","0.10200008238","0.10200008238","2.66134","16.6101","0.27800017618","0.27800017618","49.2198","3"
"060750254012","0.19098715481","0.19098715481","0.09399958788","0.09399958788","0.582002","0.582002","0.32010855117",,"0.81999644511","0.81999644511","0.1129994468",,"147.934","0","0.000904752","13.9","37.03","6.7351","0.11299946929",,"7.59931","3.2195","0.29899864706","0.29899864706","49.2064","3"
"060750165003","0.09530480939","0.09530480939","0.101999796",,"0.417","0.417","0.23774052452","0.23774052452","0.93799878292",,"0.082999834","0.082999834","226.414","0","0.0149522","6.4","14.39","3.6513","0.097999804","0.097999804","8.04148","3.7988","0.35999985853","0.35999985853","49.1996","3"
"060750215002","0.148567","0.148567","0.11","0.11","0.368","0.368","0.120491","0.120491","0.941","0.941","0.046",,"81.9264","0","0.00368569","8.8839","23.8225","4.4035","0.074",,"9.80395","2.1589","0.493","0.493","49.1862","3"
"060750605023","0.29579362243","0.29579362243","0.065955648","0.065955648","0.961203",,"0.6381073153","0.6381073153","0.686714688","0.686714688","0.136760976","0.136760976","68.0163","0","0.00068394","11.0071","16.5205","7.3731","0.107662896","0.107662896","1.45469","17.613","0.151310016",,"48.9263","3"
"060750255001","0.19580960838","0.19580960838","0.111999776","0.111999776","0.807","0.807","0.23418953162","0.23418953162","0.877998244","0.877998244","0.11999976","0.11999976","92.7636","0","0.0470707","8.1982","14.2783","4.4824","0.063999872","0.063999872","4.75851","2.0298","0.202999594","0.202999594","48.9261","3"
"060750478022","0.14701385299","0.14701385299","0.13999986","0.13999986","0.699","0.699","0.29484170516","0.29484170516","0.824999175","0.824999175","0.111999888","0.111999888","101.968","0","0.00230722","4.3","12.69","2.7109","0.111999888","0.111999888","3.42759","4.6154","0.417999582","0.417999582","48.8796","3"
"060750110002","0.04959490081","0.04959490081","0.102999794","0.102999794","0.538001","0.538001","0.27286345427","0.27286345427","0.843998312","0.843998312","0.132999734","0.132999734","159.076","0","0.000507897","7.9","30.47","3.8247","0.058999882",,"5.06073","4.9374","0.431999136","0.431999136","48.8531","3"
"060750401002","0.108746","0.108746","0.139","0.139","0.4","0.4","0.264266","0.264266","0.91","0.91","0.159","0.159","169.29","0","0.00466475","3.2","6.69","1.9236","0.116","0.116","11.1439","4.6154","0.384","0.384","48.8463","3"
"060750206004","0.07423495485","0.07423495485","0.10999993851","0.10999993851","0.273001","0.273001","0.17516790313","0.17516790313","0.97199943089","0.97199943089","0.02699998451",,"65.3123","0","0.00277514","5.9","5.44","3.0756","0.13999988343","0.13999988343","13.8794","2.1589","0.49499968219","0.49499968219","48.8462","3"
"060750353004","0.13392490244","0.13392490244","0.1869998657","0.1869998657","0.755","0.755","0.21440389438","0.21440389438","0.762999502","0.762999502","0.18399985546",,"52.8833","0","0.00194515","6.4112","10.7416","2.5082","0.09499995977","0.09499995977","2.35452","1.8761","0.22699994113","0.22699994113","48.6129","3"
"060750478012","0.10353525182","0.10353525182","0.2120001264","0.2120001264","0.683999","0.683999","0.22906748361","0.22906748361","0.89500109916","0.89500109916","0.21500005572","0.21500005572","142.043","0","0.00157704","4.3","12.69","2.7109","0.14000013072","0.14000013072","1.6488","4.6154","0.29700071337","0.29700071337","48.5797","3"
"060750477021","0.13503867873","0.13503867873","0.1599996915","0.1599996915","0.609001","0.609001","0.1963986851","0.1963986851","0.87999806301","0.87999806301","0.17899972724","0.17899972724","138.649","0","0.00412193","4.3","12.69","2.7109","0.11499970948","0.11499970948","2.84414","4.6154","0.26099969164","0.26099969164","48.5729","3"
"060750477023","0.13503886496","0.13503886496","0.15999984","0.15999984","0.609","0.609","0.1963988036","0.1963988036","0.87999912","0.87999912","0.178999821","0.178999821","135.434","0","0.00371252","4.3","12.69","2.7109","0.114999885","0.114999885","2.83889","4.6154","0.260999739","0.260999739","48.5729","3"
"060750227041","0.098069","0.098069","0.117","0.117","0.308","0.308","0.093241","0.093241","0.987","0.987","0.015",,"9.17691","0","0.00336601","9.9041","14.5736","4.6839","0.076","0.076","2.20022","17.613","0.39","0.39","48.5528","3"
"060750165002","0.095305","0.095305","0.102",,"0.416999","0.416999","0.237741","0.237741","0.93800118259",,"0.083","0.083","210.424","0","0.0128192","6.4","14.39","3.6513","0.098","0.098","6.48148","3.7988","0.36000103831","0.36000103831","48.5396","3"
"060750615004","0.092821","0.092821","0.057",,"0.49","0.49","0.171948","0.171948","0.965","0.965","0.081",,"-1.31835","0.0768847","0.000628777","2.1104","20.2624","0.998","0.081",,"0.695893","19.2683","0.474","0.474","48.5394","3"
"060750109002","0.06392402662","0.06392402662","0.14500005529","0.14500005529","0.355","0.355","0.16519014647","0.16519014647","0.95500045306","0.95500045306","0.0780000714","0.0780000714","134.333","0","0.000502644","7.9","30.47","3.8247","0.07700003167",,"6.26566","4.9374","0.5400002319","0.5400002319","48.5064","3"
"060750262004","0.16242383758","0.16242383758","0.172999827","0.172999827","0.884","0.884","0.27647372353","0.27647372353","0.76999923","0.76999923","0.196999803","0.196999803","282.474","0","0.0163544","8.0211","13.9684","4.3856","0.08999991","0.08999991","3.64742","0.5207","0.064999935","0.064999935","48.2863","3"
"060750229031","0.14691604496","0.14691604496","0.11000005717","0.11000005717","0.681","0.681","0.31745515283","0.31745515283","0.89900027441","0.89900027441","0.06400003228",,"28.1607","0","0","13.9","37.03","6.7351","0.09800005078","0.09800005078","4.08602","3.2195","0.27100006995","0.27100006995","48.233","3"
"060750168012","0.115951",,"0.062","0.062","0.426","0.426","0.234762","0.234762","0.971","0.971","0.011",,"103.679","0","0.0106069","6.4305","14.4439","3.6814","0.081","0.081","7.46269","3.0154","0.48","0.48","48.1928","3"
"060750352023","0.159525","0.159525","0.112","0.112","0.577","0.577","0.30345","0.30345","0.868","0.868","0.134","0.134","9.27926","0","0.0467161","4.3","8.28","2.8093","0.075","0.075","2.48756","1.8761","0.235","0.235","47.946","3"
"060750254021","0.18624516378","0.18624516378","0.09900008626","0.09900008626","0.625","0.625","0.1768112379",,"0.90100081689","0.90100081689","0.06500001121",,"76.3525","0","0.00727067","13.9","37.03","6.7351","0.04800005262",,"4.7619","3.2195","0.17900022083","0.17900022083","47.9128","3"
"060750254011","0.19098811546","0.19098811546","0.09400006125","0.09400006125","0.582","0.582","0.32011014557","0.32011014557","0.82000065742","0.82000065742","0.1130000755",,"126.704","0","0.000823461","13.8994","37.0285","6.7349","0.1130000406","0.1130000406","4.60941","3.0843","0.29900018448","0.29900018448","47.8997","3"
"060750614002","0.17795601879","0.17795601879","0.06100000876",,"0.43","0.43","0.20071101498","0.20071101498","0.92800020638","0.92800020638","0.04600000438",,"6.26426","0","0.00614177","9.9","14.55","4.6817","0.07300000501",,"2.04708","17.613","0.26700006594","0.26700006594","47.8994","3"
"060750157002","0.061339","0.061339","0.097","0.097","0.495","0.495","0.242024","0.242024","0.933","0.933","0.05",,"200.5","0","0.00358674","8.8248","17.7402","4.3234","0.081","0.081","6.25896","3.7988","0.342","0.342","47.873","3"
"060750102002","0.0613740062","0.0613740062","0.18799995813","0.18799995813","0.155","0.155","0.16137399821","0.16137399821","0.99600002556","0.99600002556","0.01000006386",,"81.5304","0","0.00125257","7.8418","30.2667","3.8027","0.03700004078",,"7.82711","0.3448","0.58099998784","0.58099998784","47.8663","3"
